,CSV,N_Fold,N_Feat,Validation,Model,N_Class,Acc_Test,SD_Test
649,EEG_Z39S69N100,10,4,LOO,RFR,3,0.5,0.5163977794943222
650,EEG_Z39S69N100,10,4,LOO,MLR,2,0.625,0.5
651,EEG_Z39S69N100,10,4,LOO,MLR,3,0.375,0.5
652,EEG_Z39S69N100,10,4,LOO,SVM,2,0.625,0.5
653,EEG_Z39S69N100,10,4,LOO,SVM,3,0.5,0.5163977794943222
654,EEG_Z39S69N100,10,4,80:20,RFR,2,0.7,0.1892154040658489
655,EEG_Z39S69N100,10,4,80:20,RFR,3,0.5666666666666667,0.16101529717988264
656,EEG_Z39S69N100,10,4,80:20,MLR,2,0.6333333333333333,0.2459549291242073
657,EEG_Z39S69N100,10,4,80:20,MLR,3,0.36666666666666664,0.24595492912420727
658,EEG_Z39S69N100,10,4,80:20,SVM,2,0.6333333333333333,0.1892154040658489
659,EEG_Z39S69N100,10,4,80:20,SVM,3,0.5,0.23570226039551584
660,EEG_Z39S69N100,10,4,70:30,RFR,2,0.775,0.07905694150420949
661,EEG_Z39S69N100,10,4,70:30,RFR,3,0.55,0.19720265943665388
662,EEG_Z39S69N100,10,4,70:30,MLR,2,0.75,0.11785113019775792
663,EEG_Z39S69N100,10,4,70:30,MLR,3,0.475,0.18446619684315546
664,EEG_Z39S69N100,10,4,70:30,SVM,2,0.65,0.24152294576982397
665,EEG_Z39S69N100,10,4,70:30,SVM,3,0.475,0.21889875894272828
666,EEG_Z39S69N100,10,6,LOO,RFR,2,0.625,0.5
667,EEG_Z39S69N100,10,6,LOO,RFR,3,0.4375,0.51234753829798
668,EEG_Z39S69N100,10,6,LOO,MLR,2,0.625,0.5
669,EEG_Z39S69N100,10,6,LOO,MLR,3,0.375,0.5
670,EEG_Z39S69N100,10,6,LOO,SVM,2,0.625,0.5
671,EEG_Z39S69N100,10,6,LOO,SVM,3,0.5,0.5163977794943222
672,EEG_Z39S69N100,10,6,80:20,RFR,2,0.5666666666666667,0.2744242007828549
673,EEG_Z39S69N100,10,6,80:20,RFR,3,0.4333333333333333,0.27442420078285484
674,EEG_Z39S69N100,10,6,80:20,MLR,2,0.6333333333333333,0.2459549291242073
675,EEG_Z39S69N100,10,6,80:20,MLR,3,0.36666666666666664,0.24595492912420727
676,EEG_Z39S69N100,10,6,80:20,SVM,2,0.5333333333333333,0.2810913475705226
677,EEG_Z39S69N100,10,6,80:20,SVM,3,0.4333333333333333,0.2249828525701843
678,EEG_Z39S69N100,10,6,70:30,RFR,2,0.75,0.16666666666666666
679,EEG_Z39S69N100,10,6,70:30,RFR,3,0.525,0.21889875894272828
680,EEG_Z39S69N100,10,6,70:30,MLR,2,0.75,0.11785113019775792
681,EEG_Z39S69N100,10,6,70:30,MLR,3,0.475,0.18446619684315546
682,EEG_Z39S69N100,10,6,70:30,SVM,2,0.6,0.21081851067789195
683,EEG_Z39S69N100,10,6,70:30,SVM,3,0.475,0.18446619684315546
684,EEG_Z39S69N100,10,8,LOO,RFR,2,0.6875,0.47871355387816905
685,EEG_Z39S69N100,10,8,LOO,RFR,3,0.5,0.5163977794943222
686,EEG_Z39S69N100,10,8,LOO,MLR,2,0.625,0.5
687,EEG_Z39S69N100,10,8,LOO,MLR,3,0.375,0.5
688,EEG_Z39S69N100,10,8,LOO,SVM,2,0.5625,0.51234753829798
689,EEG_Z39S69N100,10,8,LOO,SVM,3,0.4375,0.51234753829798
690,EEG_Z39S69N100,10,8,80:20,RFR,2,0.6,0.2629368792488718
691,EEG_Z39S69N100,10,8,80:20,RFR,3,0.4666666666666666,0.23306863292670035
692,EEG_Z39S69N100,10,8,80:20,MLR,2,0.6333333333333333,0.2459549291242073
693,EEG_Z39S69N100,10,8,80:20,MLR,3,0.36666666666666664,0.24595492912420727
694,EEG_Z39S69N100,10,8,80:20,SVM,2,0.5,0.32394177193585
695,EEG_Z39S69N100,10,8,80:20,SVM,3,0.39999999999999997,0.2629368792488718
696,EEG_Z39S69N100,10,8,70:30,RFR,2,0.775,0.14191155304938669
697,EEG_Z39S69N100,10,8,70:30,RFR,3,0.55,0.19720265943665388
698,EEG_Z39S69N100,10,8,70:30,MLR,2,0.75,0.11785113019775792
699,EEG_Z39S69N100,10,8,70:30,MLR,3,0.475,0.18446619684315546
700,EEG_Z39S69N100,10,8,70:30,SVM,2,0.6,0.17480147469502524
701,EEG_Z39S69N100,10,8,70:30,SVM,3,0.475,0.14191155304938669
702,EEG_Z39S69N100,10,10,LOO,RFR,2,0.5625,0.51234753829798
703,EEG_Z39S69N100,10,10,LOO,RFR,3,0.375,0.5
704,EEG_Z39S69N100,10,10,LOO,MLR,2,0.625,0.5
705,EEG_Z39S69N100,10,10,LOO,MLR,3,0.375,0.5
706,EEG_Z39S69N100,10,10,LOO,SVM,2,0.625,0.5
707,EEG_Z39S69N100,10,10,LOO,SVM,3,0.5,0.5163977794943222
708,EEG_Z39S69N100,10,10,80:20,RFR,2,0.5333333333333333,0.2810913475705226
709,EEG_Z39S69N100,10,10,80:20,RFR,3,0.36666666666666664,0.24595492912420727
710,EEG_Z39S69N100,10,10,80:20,MLR,2,0.6333333333333333,0.2459549291242073
711,EEG_Z39S69N100,10,10,80:20,MLR,3,0.36666666666666664,0.24595492912420727
712,EEG_Z39S69N100,10,10,80:20,SVM,2,0.5666666666666667,0.27442420078285484
713,EEG_Z39S69N100,10,10,80:20,SVM,3,0.4666666666666666,0.23306863292670035
714,EEG_Z39S69N100,10,10,70:30,RFR,2,0.75,0.16666666666666666
715,EEG_Z39S69N100,10,10,70:30,RFR,3,0.525,0.18446619684315546
716,EEG_Z39S69N100,10,10,70:30,MLR,2,0.75,0.11785113019775792
717,EEG_Z39S69N100,10,10,70:30,MLR,3,0.475,0.18446619684315546
718,EEG_Z39S69N100,10,10,70:30,SVM,2,0.65,0.21081851067789195
719,EEG_Z39S69N100,10,10,70:30,SVM,3,0.5,0.23570226039551584
